pub_sourceid,sourcetitle,AJSC_Codes
26792,Clinics in Laboratory Medicine,1308
3600148102,Alzheimer's and Dementia,2806
5700191209,Diagnostic Pathology,2734
14990,Current Neuropharmacology,2808
28478,Aging and Mental Health,2738
19900191564,Journal of International Peacekeeping,2736
23845,Journal of Cardiovascular Magnetic Resonance,2705
13945,Investigative Ophthalmology and Visual Science,2809
17191,International Journal of Radiation Oncology Biology Physics,3108
13180,Journal of Renal Nutrition,2701
17832,Medical Humanities,1211
21741,Behavior Genetics,1311
21100370017,The Lancet Haematology,2720
21658,Journal of Cranio-Maxillo-Facial Surgery,2746
19187,Clinical Rheumatology,2745
29473,American Journal of Psychoanalysis,2738
15375,Journal of Anxiety Disorders,3203
19664,Criminal Justice and Behavior,3308
16901,Biological Trace Element Research,2704
22982,Journal of Cardiovascular Pharmacology and Therapeutics,2736
26030,Endocrine Journal,2712
21100204914,"Journal of Cachexia, Sarcopenia and Muscle",2732
21100255350,Journal of Forensic Practice,2738
21100266501,International Journal of Mycobacteriology,2725
130008,Photodiagnosis and Photodynamic Therapy,2708
14102,Journal of Steroid Biochemistry and Molecular Biology,1303
28289,Current Opinion in Gastroenterology,2715
19700182025,Stem Cells and Cloning: Advances and Applications,2701
5000156906,Current Hematologic Malignancy Reports,1306
21100197903,Asian Pacific Journal of Tropical Disease,2725
19700174634,Sri Lankan Journal of Anaesthesiology,2703
14409,Chronobiology International,2737
11200153402,Journal of Neurosurgery: Pediatrics,2735
21100242254,Clinical Endoscopy,2715
5300152704,Journal of Forensic Nursing,2734
27525,International Urogynecology Journal and Pelvic Floor Dysfunction,2748
14231,Statistical Methods in Medical Research,2713
28350,Gastrointestinal Endoscopy,2715
18576,Pediatric Neurosurgery,2746
17494,Neuroepidemiology,2713
29380,Rehabilitation Nursing,3612
21472,Journal of Teaching in Physical Education,3304
18148,Pain,2703
21272,Journal of Experimental Medicine,2723
26660,Pancreas,1310
5800207425,Journal of Poetry Therapy,2742
21834,Current HIV Research,2406
19871,Journal of Athletic Training,2732
21100228130,International Journal for Parasitology: Parasites and Wildlife,1103
17500155019,Orthopaedics and Traumatology: Surgery and Research,2746
21100278308,"Microscopy (Oxford, England)",3105
16153,International Journal of Methods in Psychiatric Research,2738
16747,Journal of Neuroimaging,2741
13922,HIP International,2732
22477,Investigational New Drugs,2736
4000148405,Current Osteoporosis Reports,2712
24854,Journal of Applied Cosmetology,2708
18420,Medicine Today,2700
15747,Pediatric Pulmonology,2735
21317,Health Promotion Practice,2739
21431,Indoor Air,2739
14012,Psychology and Health,3202
26172,Journal of Endocrinology,2712
22579,Catheterization and Cardiovascular Interventions,2741
21100255088,Journal of Water Sanitation and Hygiene for Development,2310
25372,Psychology of Addictive Behaviors,2701
21100205998,Pathogens and Global Health,2725
22485,Atherosclerosis Supplements,2705
16116,Indian Journal of Psychiatry,2738
18001,Neuropsychobiology,2738
145429,Pain Practice,2703
5800207419,Tizard Learning Disability Review,3207
18439,Cell and Tissue Banking,1307
21100455629,Military Medical Research,2700
21100286991,Journal of Eye Movement Research,2809
21000195316,World Journal of Endocrine Surgery,2712
16800154701,Orthopaedics and Trauma,2732
145007,Clinical EEG and Neuroscience,2728
15741,Pediatric Neurology,2806
29093,Cancer Cell,2730
24946,Sexually Transmitted Infections,2708
18500157900,"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment",2739
19700182728,"Personality Disorders: Theory, Research, and Treatment",3203
24763,Addictive Behaviors,3005
37369,Journal of Neurosurgery: Spine,2746
17500154721,Parasites and Vectors,2725
14250,Australian and New Zealand Journal of Psychiatry,2738
3600148102,Alzheimer's and Dementia,2719
13502,Developmental Review,2738
4700152879,Health Information Management Journal,2719
22983,Journal of Clinical Pharmacology,2736
22983,Journal of Clinical Pharmacology,3004
20737,Clinical and Molecular Allergy,2723
5800207394,Child Care in Practice,2735
5700191208,Journal of Clinical Lipidology,2724
19700201145,Saudi Journal of Anaesthesia,2703
29710,Clinical Science,2700
24899,Photodermatology Photoimmunology and Photomedicine,2741
5100152302,Gastroenterology and Hepatology,2715
29615,Health Education Research,2739
12100155517,Journal of Medical Imaging and Radiation Sciences,3614
6400153136,BioPsychoSocial Medicine,3200
12100154836,Evidence-Based Communication Assessment and Intervention,2742
15817,National Medical Journal of India,2700
21100329540,Middle East Journal of Cancer,1306
19700183045,Asia Pacific Family Medicine,2739
16432,Journal of Telemedicine and Telecare,2718
93144,Tzu Chi Medical Journal,2700
19700175003,Open Cardiovascular Medicine Journal,2705
29853,Connecticut Medicine,2700
35063,Healthcare Papers,2719
21741,Behavior Genetics,2716
20649,"Annals of Allergy, Asthma and Immunology",2740
22214,Genome Research,1311
14126,Lipids in Health and Disease,2704
19700175057,Immunotherapy,2403
24791,Alcoholism: Clinical and Experimental Research,3005
19900192160,Epidemiology and Psychiatric Sciences,2739
24944,Sexually Transmitted Diseases,2726
25454,Blood,1303
24250,Archives of Dermatological Research,2708
18429,Chest,2706
19700174684,Journal of diabetes science and technology,2724
78240,Revista Argentina de Cardiologia,2705
19771,Rheumatology,2736
23590,Science and Engineering Ethics,3306
26072,Seminars in Thrombosis and Hemostasis,2705
23604,Computer Methods and Programs in Biomedicine,1712
21100420802,GigaScience,2718
4700152478,Jornal Brasileiro de Patologia e Medicina Laboratorial,2734
21100823147,Annals of Clinical and Translational Neurology,2800
17500155156,Early Intervention in Psychiatry,2738
500147003,International Wound Journal,2746
21100329892,"Journal of Infant, Child, and Adolescent Psychotherapy",3203
29803,Research Quarterly for Exercise and Sport,2732
14566,American Journal of Speech-Language Pathology,3616
13795,Contact Lens and Anterior Eye,3610
130029,Journal of Sexual Medicine,2729
26746,Trends in Endocrinology and Metabolism,2712
24795,European Journal of Pediatric Dermatology,2735
21100255088,Journal of Water Sanitation and Hygiene for Development,2739
17942,Neurological Sciences,2728
4700152788,Journal of College Student Psychotherapy,3203
21121,Proceedings of the National Academy of Sciences of the United States of America,1000
27085,American Journal of Surgical Pathology,2702
14958,Criminal Behaviour and Mental Health,2738
19300156901,Dose-Response,2307
10100153328,Genes and Nutrition,1311
14630,Ophthalmic Research,2804
19700177126,Biopreservation and Biobanking,2701
13264,Biological Rhythm Research,2737
29997,Asia Pacific Journal of Clinical Nutrition,2701
17512,Journal of Water and Health,2311
21100784204,Public Health Research and Practice,2739
15582,Evidence-Based Mental Health,2738
19900192590,Sport Science,3612
28021,Acta Biomedica de l'Ateneo Parmense,2700
26159,Journal of Clinical Endocrinology and Metabolism,1303
23877,Journal of Hypertension,1314
14340,Brain Injury,2801
19383,Fluoride - Quarterly Reports,1303
19700188148,Footwear Science,3612
21675,Journal of Endovascular Therapy,2705
19700182275,International Journal of Clinical Pharmacy,3005
29093,Cancer Cell,1307
40970,"Magnetic Resonance Materials in Physics, Biology, and Medicine",2741
26035,Endocrine-Related Cancer,1310
15369,Journal of Abnormal Child Psychology,3204
12218,Journal of Head Trauma Rehabilitation,2742
26032,Endocrine Practice,1310
21114,European Journal of Pediatric Surgery,2735
29666,EMA - Emergency Medicine Australasia,2711
15800154701,PM and R,3612
29954,Journal of Neuro-Oncology,1306
21100384222,Egyptian Journal of Forensic Sciences,3308
145442,Journal of Indian Association of Pediatric Surgeons,2735
13202,Ultrastructural Pathology,2734
36739,Magnetic Resonance Imaging Clinics of North America,2741
12260,Journal of Pediatric Orthopaedics,2732
14314,Otology and Neurotology,2728
18519,Journal of Asthma,2740
29816,Hematology/Oncology Clinics of North America,2730
21100220426,International Journal of Spine Surgery,2746
29872,Integrative Cancer Therapies,2707
22384,International Journal of STD and AIDS,2708
21000195316,World Journal of Endocrine Surgery,2746
17200154701,Journal of International Advanced Otology,2733
25504,Diabetes Educator,2712
28668,Acta Oncologica,2741
4700152495,International Journal of Mental Health and Addiction,2738
23884,Journal of Stroke and Cerebrovascular Diseases,2746
21945,Substance Use and Misuse,2738
28273,Clinical Gastroenterology and Hepatology,2721
27580,Journal of Assisted Reproduction and Genetics,1311
23198,European Journal of Vascular and Endovascular Surgery,2746
30081,Archives of Disease in Childhood: Fetal and Neonatal Edition,2735
28100,BMC Medical Ethics,2719
29541,BMC Musculoskeletal Disorders,2732
15546,European Archives of Psychiatry and Clinical Neuroscience,2803
21472,Journal of Teaching in Physical Education,2732
2700147401,Journal of Immigrant and Minority Health,2713
17973,Neuromodulation,2808
27658,Maternal and Child Health Journal,2739
29897,International Journal of Clinical Oncology,2746
20908,Biotechnic and Histochemistry,3607
30014,Journal of Motor Behavior,2732
14126,Lipids in Health and Disease,1308
23326,American Journal of Physiology - Lung Cellular and Molecular Physiology,2737
26162,Journal of Endocrinological Investigation,1310
21100456160,Clinical Epidemiology and Global Health,2725
14853,Cerebellum,2808
21350,Expert Opinion on Emerging Drugs,2736
10700153304,Indian Journal of Rheumatology,2745
28787,Cancer and Metastasis Reviews,1306
21593,Hernia : the journal of hernias and abdominal wall surgery,2746
11200153563,Drug Metabolism Letters,2736
12708,Fetal Diagnosis and Therapy,2741
21284,Journal of Reproductive Immunology,2403
13180,Journal of Renal Nutrition,2727
21100370010,Endoscopic Ultrasound,2741
11700154735,Journal of Aerosol Medicine and Pulmonary Drug Delivery,3003
19700175014,Translational Oncology,2730
12412,Topics in Geriatric Rehabilitation,3612
19700174889,Drug Target Insights,1308
15968,Journal of Medical Virology,2725
21100200812,Revista de Psicopatologia y Psicologia Clinica,2738
18440,Clinics in Chest Medicine,2740
19818,Clinical Journal of Sport Medicine,3612
5300152704,Journal of Forensic Nursing,2921
15505,Journal of Family Psychotherapy,3203
14025,Human Physiology,2737
21100208070,Mental Illness,2738
20107,Survey of Ophthalmology,2731
18578,Paediatric Respiratory Reviews,2740
13544,"Reproduction, Fertility and Development",2743
15800154704,Cancer Prevention Research,2730
19600157309,Journal of Hepato-Biliary-Pancreatic Sciences,2746
6100152802,Nanomedicine,2500
21100329893,Advances in School Mental Health Promotion,2919
16590,The Lancet,2700
18745,Psychoneuroendocrinology,1310
24944,Sexually Transmitted Diseases,2739
5700191213,Orphanet Journal of Rare Diseases,2736
14352,Brain Topography,2741
28766,Breast Cancer Research and Treatment,1306
16200,International Psychogeriatrics,3203
25292,Journal of Clinical Gastroenterology,2715
7100153145,Developmental Neurorehabilitation,2806
12100155625,Indian Journal of Thoracic and Cardiovascular Surgery,2746
12574,Journal of Radiological Protection,2739
14415,Rehabilitation Counseling Bulletin,2742
20720,Ethnicity and Health,1201
13180,Journal of Renal Nutrition,2916
22488,Basic Research in Cardiology,2705
21100236605,Journal of Applied Pharmaceutical Science,2701
15500154704,Head and Neck Pathology,2734
21100269616,Journal of Intellectual Disabilities and Offending Behaviour,2738
12391,Lung Cancer,2740
71056,MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC,3306
17600155138,Revue Francaise de Psychosomatique,3203
21723,Journal of Shoulder and Elbow Surgery,2732
17100154713,Prion,2804
12720,Journal of Nutritional Science and Vitaminology,2916
19900191817,Turkish Journal of Thoracic and Cardiovascular Surgery,2746
14297,Operative Techniques in Otolaryngology - Head and Neck Surgery,2746
20238,"Journal of Microbiology, Immunology and Infection",2725
14077,Psychotherapy,2738
21376,Vaccine,2725
15987,Journal of Pain,2728
26380,Drug and Alcohol Dependence,3004
20528,Perfusion,2741
16400154776,Personality and Mental Health,2719
20798,Immunity,2403
22101,European Journal of Human Genetics,1311
20790,Upsala Journal of Medical Sciences,2700
19894,Medicine and Science in Sports and Exercise,2732
21100235630,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2728
19383,Fluoride - Quarterly Reports,3005
13298,Family Medicine,2714
21934,Paediatric Anaesthesia,2703
12795,Perception,3205
21100319398,Canadian Journal of Gastroenterology and Hepatology,2721
21100455625,Family Medicine and Community Health,2739
21100237601,Shanghai Archives of Psychiatry,2738
21678,Journal of Foot and Ankle Surgery,2746
22810,British Journal of Criminology,1201
13777,Clinical and Experimental Optometry,2731
21100422060,Archives of endocrinology and metabolism,2712
17551,Acta Neurologica Taiwanica,2808
23985,Neurobiology of Aging,2800
23880,Journal of Interventional Cardiology,2705
16533,Phytochemical Analysis,3002
15741,Pediatric Neurology,2728
5900153316,Journal of Medical Biochemistry,1308
20688,Autoimmunity,2723
19120,Journal of the American Mosquito Control Association,2739
22428,Journal of Infection,2725
19700176021,Oncology Letters,1306
19816,Biology of Sport,2732
21100203113,Comprehensive Physiology,2737
27231,Klinichescheskaya Laboratornaya Diagnostika,2704
15578,European Psychiatry,2738
6300153105,Current Opinion in HIV and AIDS,2403
3600148102,Alzheimer's and Dementia,2738
